# HR   HD     Vmag  B-V   SpType            
  6023 145389 4.26  -0.07 B9p:Mn:           
  6024 145397 4.94  1.04  G8III             
  6025 145454 5.44  -0.02 A0Vn              
  6026 145501 6.3   0.13  B8V+B9VpSi        
  6027 145502 4.01  0.04  B3V               
  6028 145482 4.59  -0.16 B2V               
  6029 145483 5.67  0.01  B9V               
  6030 145544 3.85  1.11  G2Ib-IIa          
  6031 145570 4.94  0.09  A3IV              
  6032 145589 6.53  0.24  F0IV              
  6033 145607 5.43  0.12  A4V               
  6034 145622 5.56  ""    A3V               
  6035 145647 6.08  0.02  A0V               
  6036 145674 6.33  ""    A1V               
  6037 145689 5.75  0.15  A4V               
  6038 145694 6.49  ""    K0                
  6039 145713 5.7   1.56  M4.5IIIa          
  6040 145782 5.63  0.14  A3III             
  6041 145788 6.25  0.13  A1V               
  6042 145792 6.41  0.04  B5V               
  6043 145802 6.29  1.2   K2III             
  6044 145838 5.92  1.02  K0III             
  6045 145842 5.14  -0.13 B8V               
  6046 145849 5.63  1.34  K3III             
  6047 145892 5.48  1.47  gK5               
  6048 145897 5.22  1.42  K3III             
  6049 145921 6.14  1.11  K2III             
  6050 145931 5.87  1.45  K4II+F6-8V        
  6051 145964 6.41  -0.01 A0V               
  6052 145976 6.5   0.39  F3V               
  6053 145997 6.32  1.09  K2III             
  6054 146001 6.05  0.04  B7IV              
  6055 146003 5.44  1.73  M2III             
  6056 146051 2.74  1.58  M0.5III           
  6057 146084 6.31  1.15  K2III             
  6058 146143 4.99  0.8   F9Ia              
  6059 146145 6.33  0.27  A8IV              
  6060 146233 5.5   0.65  G2Va              
  6061 146254 6.09  0.06  A0V               
  6062 146323 6.49  1.0   F8-G0Ib           
  6063 146361 5.64  0.51  G0VCaIIe          
  6064 146362 6.66  ""    G1V               
  6065 146388 5.69  1.12  K3III             
  6066 146416 6.61  0.02  B9V               
  6067 146514 6.18  0.31  A9Vn              
  6068 146537 6.14  1.31  K2                
  6069 146603 6.21  0.99  G8III             
  6070 146624 4.78  0.02  A0V               
  6071 146667 5.45  0.1   A3Vn              
  6072 146686 4.02  1.08  G8III             
  6073 146690 5.77  0.97  K0III             
  6124 148287 6.07  0.92  G8III             
  6074 146738 5.78  0.07  A3V               
  6075 146791 3.24  0.96  G9.5IIIbFe-0.5    
  6076 146834 6.29  1.08  K5III             
  6077 146836 5.49  0.47  F6III             
  6078 146850 5.94  1.52  K4III             
  6079 146926 5.48  -0.11 B8V               
  6080 146954 6.12  -0.07 B9V               
  6081 147084 4.55  0.84  A5II              
  6082 147142 6.39  ""    K2IV              
  6083 147152 5.33  -0.04 B6IV              
  6084 147165 2.89  0.13  B1III             
  6085 147225 5.88  1.16  G3II              
  6086 147232 5.4   1.63  M4IIIa            
  6087 147266 6.05  0.94  G8IIIb            
  6088 147321 5.98  0.08  A3V               
  6089 147349 6.15  0.03  A1V               
  6090 147352 5.91  1.37  gK6               
  6091 147365 5.46  0.4   F3IV-V            
  6092 147394 3.89  -0.15 B5IV              
  6093 147449 4.82  0.34  F0V               
  6094 147513 5.4   0.62  G5V               
  6095 147547 3.75  0.27  A9III             
  6096 147550 6.23  0.07  B9V               
  6097 147553 6.47  0.01  A0V+A0V           
  6098 147584 4.91  0.55  F9V               
  6099 147614 6.33  0.19  A2-3V             
  6100 147628 5.42  -0.11 B8IV              
  6101 147662 6.41  ""    K0                
  6102 147675 3.89  0.91  G8-K0III          
  6103 147677 4.85  0.97  K0III             
  6104 147700 4.5   1.01  K0II-III          
  6105 147722 6.63  0.59  G0IV              
  6106 147723 5.84  0.59  G0IV              
  6107 147749 5.2   1.6   M2IIIab           
  6108 147767 5.39  1.53  K5III             
  6109 147787 5.27  0.36  F4IV              
  6110 147835 6.4   0.08  A4Vn              
  6111 147869 5.85  -0.01 A2pSr:            
  6112 147933 5.02  0.24  B2IV              
  6113 147934 5.92  ""    B2V               
  6114 147977 5.69  0.0   B9II-III          
  6115 147971 4.47  -0.07 B4V               
  6116 148048 4.95  0.37  F5V               
  6117 148112 4.57  0.0   B9pCr             
  6118 148184 4.42  0.28  B2IV:pe           
  6119 148206 6.7   ""    M7IIIe            
  6120 148218 6.06  1.48  G8Ib              
  6121 148228 6.11  1.03  G8III             
  6122 148247 5.79  1.1   K1IIICNII         
  6123 148283 5.54  0.17  A5V               
  6125 148291 5.2   1.23  K0II-IIICNIb-II   
  6126 148293 5.25  1.12  K2III             
  6127 148330 5.74  0.0   "A2Si3955 Sr"     
  6128 148349 5.23  1.72  M3-III            
  6129 148367 4.63  0.17  A3m               
  6130 148374 5.67  0.96  G8III             
  6131 148379 5.35  0.56  B1.5Iape          
  6132 148387 2.74  0.91  G8-IIIab          
  6133 148451 6.57  0.91  G5III             
  6134 148478 0.96  1.83  M1.5Iab-Ib+B4Ve   
  6135 148488 5.5   1.22  K1IIICNIa-Ib      
  6136 148513 5.39  1.46  K4IIIp            
  6137 148515 6.48  0.4   F2V               
  6138 148527 6.57  1.57  K4III             
  6139 148542 6.04  0.05  A2V               
  6140 148604 5.68  0.82  G2-6III           
  6141 148605 4.79  -0.11 B2V               
  6142 148688 5.33  0.33  B1Iae             
  6143 148703 4.23  -0.16 B2III-IV          
  6144 148743 6.5   0.37  A7Ib              
  6145 148760 6.1   1.08  K1III             
  6146 148783 5.04  1.52  M6-III            
  6147 148786 4.28  0.92  G8+IIIa           
  6148 148856 2.77  0.94  G7IIIa            
  6149 148857 3.82  0.01  A0V+A4V           
  6150 148880 6.29  1.05  G9III             
  6151 148890 5.52  0.93  G8-K0III          
  6152 148897 5.25  1.29  G8IIICN-2CH-1     
  6153 148898 4.45  0.13  A7p               
  6154 149009 5.76  1.61  gK5               
  6155 149038 4.94  0.05  B0Ia              
  6156 149081 6.45  0.03  A1V               
  6157 149084 6.25  1.64  K5                
  6158 149121 5.63  -0.06 B9.5III           
  6159 149161 4.84  1.49  K7III             
  6160 149174 6.46  1.34  K2-3III           
  6161 149212 5.0   -0.06 A0III             
  6162 149303 5.65  0.12  A4Vn              
  6163 149324 4.24  1.06  K0III             
  6164 149404 5.47  0.4   O9Ia              
  6165 149438 2.82  -0.25 B0V               
  6166 149447 4.16  1.57  K6III             
  6167 149485 6.18  -0.08 B7Vn              
  6168 149630 4.2   -0.01 B9V               
  6169 149632 6.41  0.05  A2V               
  6170 149650 5.94  0.02  A2V               
  6171 149661 5.75  0.82  K2V               
  6172 149671 5.91  -0.08 B7IVe             
  6173 149681 5.56  0.26  F0V               
  6174 149711 5.83  -0.02 B2.5IV            
  6175 149757 2.56  0.02  O9.5Vn            
  6176 149822 6.3   -0.11 B9pSiCrSr:        
  6177 149837 6.18  0.48  F2III-IV          
  6178 149886 5.91  0.0   B9-A0V+B          
  6179 149911 6.09  0.16  A0pCrEu           
  6180 150010 6.3   1.32  K2III             
  6181 150012 6.31  0.41  F5IV              
  6182 150026 6.03  0.02  A0Vn              
  6183 150030 5.79  1.04  G8II              
  6184 150100 5.53  -0.07 B9.5Vn            
  6185 150117 5.08  -0.04 B9V               
  6186 150118 6.53  -0.06 A1Vnn             
  6187 150136 5.65  0.13  O5III(f)          
  6188 150168 5.65  -0.03 B1Iab-Ib          
  6189 150177 6.35  0.48  F3V               
  6190 150259 6.26  1.08  gG9               
  6191 150275 6.34  1.0   K1III             
  6192 150331 5.87  0.65  G3III             
  6193 150366 6.09  0.2   F0V               
  6194 150379 6.93  0.13  A3IV              
  6195 150378 5.77  -0.02 A1V               
  6196 150416 4.96  1.11  G7.5IICN1Ba0.4    
  6197 150421 6.23  0.85  F5Iab             
  6198 150429 6.16  1.53  K5                
  6199 150449 5.29  1.08  K1III             
  6200 150450 4.9   1.55  M2.5IIIab         
  6201 150451 6.24  0.3   A7III             
  6202 150453 5.57  0.43  F4IV-III          
  6203 150483 6.08  0.05  A3Vn              
  6204 150549 5.13  -0.08 ApSi              
  6205 150557 5.74  0.32  F2-4III-IV        
  6206 150573 6.2   0.14  A4V               
  6207 150576 5.96  1.26  G8III             
  6208 150580 6.06  1.31  K2                
  6209 150591 6.12  -0.07 B6-7V             
  6210 150608 6.05  -0.06 B9II-III          
  6211 150638 6.46  -0.08 B8V               
  6212 150680 2.81  0.65  G0IV              
  6213 150682 5.92  0.4   F2III             
  6214 150742 5.71  -0.12 B3V               
  6215 150745 5.74  -0.09 B2IV-V            
  6216 150768 6.58  0.1   A2V               
  6217 150798 1.92  1.44  K2IIb-IIIa        
  6218 150894 6.02  0.09  A3IV              
  6219 150898 5.58  -0.08 B0.5Ia            
  6220 150997 3.53  0.92  G7.5IIIbFe-1      
  6221 151078 5.48  0.98  K0III             
  6222 151087 5.99  0.29  F2-3III-IV        
  6223 151101 4.83  1.22  K0III*            
  6224 151133 6.03  -0.02 B9.5III           
  6225 151179 6.71  1.18  gG6               
  6226 151199 6.16  0.07  A2VpSr            
  6227 151203 5.56  1.66  M3IIIab           
  6228 151217 5.15  1.53  K5III             
  6229 151249 3.76  1.57  K5III             
  6230 151388 6.05  1.4   K4III             
  6231 151404 6.32  1.28  K2III             
  6232 151431 6.1   0.14  A3V               
  6233 151441 6.13  -0.02 B8II-III          
  6234 151525 5.24  -0.02 B9pCr:            
  6235 151527 6.03  0.2   A0Vn              
  6236 151566 6.47  0.31  A5III+F7III       
  6237 151613 4.85  0.38  F2V               
  6238 151623 6.32  1.14  G9III             
  6239 151627 6.35  0.87  G5III             
  6240 151676 6.1   ""    A5V               
  6241 151680 2.29  1.15  K2.5III           
  6242 151732 5.87  1.61  M4+III-IIIa       
  6243 151769 4.65  0.47  F7IV              
  6244 151771 6.11  0.12  B9pSi*            
  6245 151804 5.22  0.07  O8Iaf             
  6246 151862 5.91  0.03  A1V               
  6247 151890 3.08  -0.2  B1.5V+B6.5V       
  6248 151900 6.32  0.42  F1III-IV          
  6249 151932 6.49  0.23  WN7-A             
  6250 151956 5.49  0.1   A3m               
  6251 151967 5.94  1.59  M1III             
  6252 151985 3.57  -0.21 B2IV              
  6253 152082 6.02  0.05  A0III             
  6254 152107 4.82  0.09  A2VpSrCrEu        
  6255 152127 5.51  0.05  "A2V s"           
  6256 152153 6.13  1.26  K0IV              
  6257 152161 5.96  1.73  M3II-III          
  6258 152173 5.72  1.6   M1IIIa            
  6259 152224 6.13  1.01  K0III             
  6260 152234 5.45  0.19  B0.5Ia            
  6261 152235 6.32  0.5   B1Ia              
  6262 152236 4.73  0.49  B1Iape            
  6263 152249 6.45  0.2   O9Ib              
  6264 152262 6.29  1.08  gK3               
  6265 152270 6.59  0.21  WC7+O5-8          
  6266 152293 5.88  0.64  F5Ib-II           
  6267 152303 5.98  0.42  F4V               
  6268 152308 6.52  -0.05 B9.5pCr:          
  6269 152311 5.88  0.68  G3V               
  6270 152326 5.04  1.25  K0.5IIIaCa0.5     
  6271 152334 3.62  1.37  K4III             
  6272 152408 5.77  0.15  O8:Iafpe          
  6273 152431 6.35  0.21  A7IIIm:           
  6274 152478 6.33  -0.02 B3Vnep            
  6275 152527 5.94  -0.08 B9V               
  6276 152564 5.79  -0.1  ApSi              
  6277 152569 6.25  0.28  F0V               
  6278 152585 6.57  0.14  A2IV              
  6279 152598 5.32  0.29  F0-2V             
  6280 152601 5.25  1.08  K2III             
  6281 152614 4.38  -0.08 B8V               
  6282 152636 6.37  1.71  K5III             
  6283 152667 6.15  0.26  B0.5Ia            
  6284 152781 6.37  0.92  K0IV              
  6285 152786 3.13  1.6   K3III             
  6286 152812 6.0   1.32  K2III             
  6287 152815 5.41  0.97  G8III             
  6288 152820 5.48  1.59  K5III             
  6289 152824 5.55  0.02  B9IV              
  6290 152830 6.34  0.34  "F3V s"           
  6291 152849 5.58  -0.02 A0V               
  6292 152863 6.08  0.92  G5III             
  6293 152879 5.35  1.41  K4III             
  6294 152909 6.27  0.07  B6V+B7V           
  6295 152980 4.06  1.45  K4IIIab           
  6296 153021 6.19  1.0   G8-K0III-IV       
  6297 153053 5.65  0.19  A5IV-V            
  6298 153072 6.09  0.19  A3V               
  6299 153210 3.2   1.15  K2III             
  6300 153221 6.0   0.88  G8-K0III+G        
  6301 153226 6.37  0.94  K0V               
  6302 153229 6.59  0.4   F3IV              
  6303 153258 6.65  1.8   K4III             
  6304 153261 6.11  -0.03 B2IVne            
  6305 153287 6.28  0.9   gG5               
  6306 153299 6.56  1.62  M2IIIab           
  6307 153312 6.32  1.1   K0III             
  6308 153336 5.86  1.62  M3III             
  6309 0      ""    ""    ""                
  6310 153363 5.75  0.41  F4V               
  6311 153368 5.97  1.16  K2IIICNII         
  6312 153370 6.45  0.27  A7V               
  6313 153472 6.34  1.28  K3III             
  6314 153580 5.29  0.48  F6V               
  6315 153597 4.89  0.48  F6V               
  6316 153613 5.03  -0.1  B8V               
  6317 153653 6.59  0.23  A7V               
  6318 153687 4.82  1.48  K4III             
  6319 153697 6.41  0.38  F1-3V             
  6320 153716 5.73  -0.1  B5IV              
  6321 153727 6.26  1.38  K0III             
  6322 153751 4.23  0.89  G5III             
  6323 153791 6.06  ""    A2-3V             
  6324 153808 3.92  -0.01 A0V               
  6325 153834 5.65  1.33  gK3               
  6326 153882 6.31  0.04  B9pCrEu           
  6327 153890 5.91  0.38  F4IV+F2V          
  6328 153897 6.55  0.41  F5V               
  6329 153914 6.33  0.09  A4V               
  6330 153956 6.03  1.16  gK1               
  6331 154025 6.28  0.07  A2V               
  6332 154029 5.25  0.02  A3IV              
  6333 154084 5.75  1.02  gG7               
  6334 154090 4.87  0.26  B1Ia              
  6335 154099 6.3   0.24  F0V               
  6336 154126 6.36  1.13  K0                
  6337 154143 4.98  1.6   M3III             
  6338 154153 6.19  0.28  A4III             
  6339 154160 6.52  0.76  G5IV:             
  6340 154204 6.3   -0.02 B6IV              
  6341 154228 5.93  0.0   A1V               
  6342 154278 6.08  1.03  K1III             
  6343 154301 6.35  1.52  K4III             
  6344 154310 5.98  0.07  A2IV              
  6345 154319 6.4   ""    K0                
  6346 154356 6.69  ""    M4IIIab           
  6347 154368 6.13  0.5   O9.5Iab           
  6348 154391 6.13  1.0   K1III             
  6349 154417 6.01  0.58  F8.5IV-V          
  6350 154418 6.3   0.13  A3m               
  6351 154431 6.04  0.22  A5V               
  6352 154441 6.17  -0.01 B9.5V             
  6353 154445 5.64  0.16  B1V               
  6354 154481 6.29  -0.04 A0III             
  6355 154494 4.91  0.12  A4IV              
  6356 154555 6.39  -0.04 B8II-III          
  6357 154556 6.22  1.06  K1IVCNIII         
  6358 154610 6.37  1.45  K5III             
  6359 154619 6.37  0.87  G8III-IV          
  6360 154633 6.1   0.96  G5V               
  6361 154660 6.38  0.2   A9V               
  6362 154713 6.43  0.09  A3IV              
  6363 154732 6.09  1.09  K1III             
  6364 154733 5.56  1.3   K3III             
  6365 154779 5.99  1.01  K0III             
  6366 154783 5.97  0.25  "A/FmDel Del"     
  6367 154895 6.06  0.08  A1V+F3V           
  6368 154903 5.89  1.06  K0-1III           
  6369 154905 5.83  ""    F7V               
  6370 154906 5.8   0.48  F7V               
  6371 154948 5.08  0.86  G8-K0III+G        
  6372 154962 6.36  0.69  G5-8IV-V          
